Customer_ID,Branch_ID,Account_Type,Balance,Created_Date,Status,Currency
3798,33,Business,54948.24,2023-09-17,Closed,USD
2804,11,Business,436355.77,2024-07-02,Active,USD
2859,57,Loan,80021.43,2016-01-14,Closed,USD
2694,27,Business,282588.35,2020-12-05,Active,USD
2180,11,Checking,436997.82,2018-01-04,Closed,USD
4306,47,Business,387122.08,2015-07-09,Inactive,USD
4095,30,Loan,458426.37,2018-10-29,Inactive,USD
4588,5,Loan,417698.14,2021-10-13,Active,USD
4906,2,Loan,424726.96,2021-11-24,Inactive,USD
2042,72,Savings,400433.22,2021-04-15,Inactive,USD
3833,100,Business,490051.13,2017-05-28,Inactive,USD
1794,19,Checking,122781.26,2016-09-18,Inactive,USD
4335,84,Business,2268.65,2018-08-11,Closed,USD
2732,1,Loan,343200.22,2015-10-01,Inactive,USD
3370,23,Business,320596.59,2023-01-03,Closed,USD
1965,37,Checking,380603.49,2025-02-07,Inactive,USD
4115,55,Loan,218277.06,2018-06-07,Inactive,USD
1248,42,Loan,332843.35,2020-09-09,Active,USD
4622,15,Loan,299715.8,2023-02-18,Closed,USD
4471,68,Business,402627.06,2024-06-03,Active,USD
3507,90,Savings,471395.2,2017-04-14,Active,USD
4770,62,Loan,176431.53,2020-10-06,Active,USD
4496,65,Checking,345080.65,2020-10-14,Closed,USD
2933,83,Business,263200.0,2021-05-19,Active,USD
2310,99,Checking,135151.52,2024-12-16,Closed,USD
2204,70,Checking,214394.2,2023-12-26,Closed,USD
4192,25,Loan,306560.41,2016-06-06,Closed,USD
3991,37,Checking,480411.45,2022-06-12,Inactive,USD
3174,73,Business,185450.24,2016-10-22,Active,USD
1679,27,Checking,424541.25,2019-11-12,Inactive,USD
4569,12,Business,268105.63,2023-07-04,Closed,USD
4009,79,Business,95352.79,2017-06-03,Active,USD
2790,84,Business,412042.19,2024-05-07,Inactive,USD
4502,63,Business,371094.19,2023-01-03,Inactive,USD
3435,77,Savings,341923.4,2017-04-26,Inactive,USD
2010,25,Loan,58630.85,2015-04-09,Closed,USD
3475,67,Business,121659.59,2023-02-18,Inactive,USD
4992,80,Savings,118912.51,2024-03-03,Inactive,USD
2377,100,Checking,391653.26,2024-08-31,Closed,USD
2720,32,Checking,446229.21,2023-04-26,Closed,USD
2799,83,Loan,190068.65,2016-10-05,Inactive,USD
1770,84,Loan,143203.96,2017-12-23,Inactive,USD
3217,74,Business,489415.95,2016-09-22,Inactive,USD
3027,58,Loan,343304.62,2021-12-10,Inactive,USD
2359,99,Savings,245794.01,2017-11-25,Active,USD
2127,18,Business,368614.48,2021-11-24,Inactive,USD
1842,100,Business,148860.74,2020-07-19,Active,USD
2545,10,Business,115380.02,2020-11-05,Active,USD
2350,62,Business,420973.77,2016-07-06,Inactive,USD
3567,23,Checking,384600.81,2020-08-27,Inactive,USD
4948,58,Loan,469.86,2024-03-27,Active,USD
2313,78,Savings,102470.12,2017-10-05,Active,USD
3322,50,Loan,91413.44,2020-06-16,Inactive,USD
1051,91,Checking,30363.16,2022-08-17,Closed,USD
4943,46,Checking,279066.53,2019-12-14,Active,USD
3684,26,Checking,260728.93,2019-03-06,Closed,USD
1255,11,Loan,446144.94,2024-03-14,Active,USD
4142,8,Business,435944.77,2018-01-08,Inactive,USD
1695,98,Checking,120094.69,2023-08-04,Closed,USD
1280,13,Savings,88215.6,2024-06-04,Inactive,USD
2184,33,Savings,116091.63,2025-01-11,Active,USD
3295,49,Business,116222.52,2016-07-02,Active,USD
2774,32,Business,331864.69,2023-08-28,Closed,USD
3181,15,Savings,48026.07,2025-02-04,Closed,USD
2356,47,Loan,325136.16,2015-06-02,Active,USD
2444,40,Business,320146.41,2016-06-06,Closed,USD
1104,32,Business,258043.91,2024-11-20,Active,USD
2529,32,Savings,446334.09,2018-01-22,Active,USD
3831,6,Checking,498202.19,2015-04-28,Closed,USD
4569,32,Loan,269945.39,2021-01-08,Active,USD
2510,47,Checking,178019.41,2017-05-26,Active,USD
4081,76,Savings,256354.2,2015-08-31,Active,USD
2895,93,Savings,480459.82,2021-01-17,Inactive,USD
2190,17,Checking,256600.47,2021-02-02,Active,USD
3276,96,Business,153921.8,2018-02-23,Closed,USD
3816,75,Savings,333644.03,2017-03-14,Inactive,USD
2213,6,Loan,72707.35,2015-07-26,Closed,USD
3697,7,Savings,299157.55,2023-07-07,Inactive,USD
2572,41,Checking,476935.27,2021-10-13,Active,USD
4811,85,Loan,8000.78,2022-08-23,Closed,USD
2758,82,Loan,137762.21,2024-01-06,Closed,USD
2951,62,Checking,367357.1,2019-10-03,Active,USD
4134,41,Business,193867.4,2023-04-26,Closed,USD
3131,55,Savings,98280.14,2015-11-16,Closed,USD
1835,79,Business,365750.05,2017-11-05,Active,USD
4633,57,Business,143724.18,2015-03-02,Active,USD
1628,52,Checking,298345.75,2024-08-20,Closed,USD
4651,93,Loan,391821.39,2017-12-29,Closed,USD
4495,84,Checking,130093.88,2017-09-25,Closed,USD
2475,42,Business,169794.7,2020-04-10,Closed,USD
1984,29,Loan,481896.81,2020-11-04,Closed,USD
2430,12,Business,313940.89,2021-05-19,Active,USD
2464,31,Checking,26943.19,2017-04-17,Inactive,USD
1587,29,Loan,480380.8,2020-04-29,Inactive,USD
2968,42,Loan,316439.8,2021-10-08,Inactive,USD
4281,36,Savings,470842.19,2017-02-06,Closed,USD
4089,81,Loan,352359.49,2020-05-31,Inactive,USD
4052,47,Savings,469654.35,2017-03-21,Closed,USD
4623,49,Loan,113096.9,2017-02-04,Inactive,USD
4810,23,Checking,252515.68,2018-03-20,Inactive,USD
3794,2,Checking,60012.08,2018-02-05,Active,USD
1978,69,Business,496115.01,2019-09-28,Closed,USD
1128,86,Business,368041.69,2017-04-03,Closed,USD
2668,37,Savings,236175.4,2022-11-22,Closed,USD
1005,91,Business,487106.77,2018-04-19,Inactive,USD
3064,10,Business,465283.48,2017-02-01,Active,USD
1627,4,Checking,234600.49,2017-03-20,Closed,USD
3194,28,Loan,364784.27,2018-04-26,Closed,USD
2680,33,Checking,439255.32,2024-02-29,Active,USD
2759,35,Savings,222407.6,2019-12-07,Active,USD
4544,89,Business,176701.56,2023-09-22,Inactive,USD
4484,10,Loan,448369.67,2023-05-17,Active,USD
2746,79,Business,377554.55,2019-11-15,Active,USD
2618,35,Loan,390441.65,2021-09-01,Active,USD
2873,3,Checking,150589.12,2017-06-18,Inactive,USD
1873,72,Savings,255204.44,2020-12-20,Closed,USD
1498,54,Checking,77393.15,2017-07-24,Active,USD
1035,73,Business,258979.05,2017-01-17,Inactive,USD
1816,100,Loan,266383.37,2024-10-02,Inactive,USD
3515,4,Checking,133572.57,2021-11-23,Active,USD
1663,53,Checking,404005.64,2018-12-07,Closed,USD
3295,25,Checking,182760.58,2022-07-30,Inactive,USD
2323,80,Savings,40071.61,2024-02-03,Inactive,USD
2231,98,Checking,151931.04,2020-06-01,Inactive,USD
2649,15,Savings,456002.45,2016-06-13,Active,USD
3153,26,Checking,201344.21,2020-02-11,Inactive,USD
4678,88,Loan,175973.74,2020-05-24,Active,USD
4368,52,Business,292305.85,2020-08-18,Active,USD
3728,8,Loan,20957.36,2016-07-07,Closed,USD
3005,20,Loan,354893.9,2022-03-28,Inactive,USD
3145,39,Loan,262136.07,2020-09-29,Closed,USD
1683,5,Savings,260690.05,2022-04-12,Inactive,USD
1057,38,Loan,311338.42,2020-10-17,Active,USD
1943,44,Loan,254301.2,2023-11-17,Active,USD
3242,92,Checking,404978.89,2020-08-23,Active,USD
4507,94,Savings,379079.24,2019-11-29,Inactive,USD
4408,68,Checking,279995.23,2023-11-01,Closed,USD
1021,39,Loan,446745.1,2020-04-16,Active,USD
4929,14,Loan,262820.13,2023-05-20,Inactive,USD
3126,65,Business,44844.69,2019-10-07,Active,USD
3397,26,Checking,234756.76,2022-05-24,Inactive,USD
1469,99,Savings,59437.18,2018-10-11,Inactive,USD
1308,84,Checking,286400.31,2025-02-02,Active,USD
1145,25,Loan,484140.79,2018-01-18,Closed,USD
2899,91,Loan,322738.65,2020-01-30,Active,USD
3009,43,Checking,218205.95,2024-07-20,Closed,USD
2468,50,Savings,472545.76,2024-02-15,Inactive,USD
1040,31,Loan,74828.45,2017-06-15,Active,USD
2588,43,Loan,428266.31,2015-06-15,Active,USD
3248,23,Savings,468419.58,2023-12-02,Inactive,USD
2504,4,Business,118824.35,2016-01-29,Active,USD
4784,83,Business,477868.94,2021-08-20,Inactive,USD
1966,3,Savings,270310.87,2018-06-12,Inactive,USD
2302,57,Loan,498899.72,2024-09-22,Inactive,USD
4773,98,Loan,400106.22,2016-07-08,Active,USD
5000,72,Savings,128061.46,2017-09-03,Inactive,USD
3000,2,Business,36469.26,2015-06-14,Inactive,USD
2306,98,Business,17857.32,2021-08-10,Active,USD
1310,92,Loan,352077.71,2021-06-30,Active,USD
2335,66,Business,343723.3,2020-10-18,Closed,USD
2171,85,Business,39482.43,2022-06-03,Closed,USD
2608,40,Checking,352529.74,2024-10-04,Inactive,USD
4090,17,Savings,169293.33,2020-10-15,Active,USD
2601,68,Business,126219.96,2021-08-27,Closed,USD
3347,86,Savings,93969.1,2024-10-13,Inactive,USD
4515,3,Checking,213585.77,2015-12-27,Inactive,USD
1527,22,Savings,104915.7,2015-07-26,Active,USD
4477,25,Business,494722.17,2016-01-14,Active,USD
3770,43,Business,239957.33,2023-11-24,Active,USD
3331,77,Business,108387.44,2015-07-30,Closed,USD
2970,55,Checking,378803.66,2015-10-04,Active,USD
1708,88,Loan,248278.0,2020-03-08,Active,USD
1607,30,Business,237745.05,2023-12-12,Closed,USD
1821,18,Loan,343016.74,2016-02-15,Closed,USD
4944,32,Loan,246814.26,2018-03-11,Closed,USD
3158,74,Savings,433909.62,2017-04-28,Inactive,USD
4987,68,Loan,339289.35,2017-10-03,Inactive,USD
4961,81,Savings,168584.99,2019-08-23,Closed,USD
3220,65,Savings,469756.4,2017-12-25,Active,USD
3829,10,Loan,234427.37,2015-09-12,Closed,USD
2210,16,Savings,193287.28,2016-10-18,Closed,USD
1036,46,Checking,232098.88,2024-11-14,Inactive,USD
4254,49,Business,245965.74,2020-07-27,Inactive,USD
2843,79,Loan,158939.27,2021-09-13,Active,USD
1942,65,Loan,374869.47,2017-06-15,Active,USD
3461,46,Savings,261123.71,2018-12-30,Inactive,USD
2489,36,Loan,224982.48,2020-09-17,Active,USD
1922,1,Checking,413180.64,2023-09-07,Closed,USD
3271,4,Business,150108.5,2018-05-23,Active,USD
4900,6,Savings,455719.49,2016-02-21,Closed,USD
1103,33,Savings,13721.97,2016-08-28,Inactive,USD
4404,98,Savings,159300.5,2015-07-03,Closed,USD
4756,26,Checking,329373.03,2024-11-05,Active,USD
3661,100,Business,219598.13,2020-01-14,Inactive,USD
1861,12,Checking,6138.3,2020-10-06,Active,USD
1731,68,Business,485610.97,2022-12-18,Closed,USD
4474,20,Loan,713.8,2015-11-05,Active,USD
3792,74,Loan,339461.1,2024-09-27,Inactive,USD
2637,85,Savings,300029.52,2015-03-19,Closed,USD
2642,84,Checking,47664.62,2021-02-02,Closed,USD
4609,81,Loan,876.84,2022-06-20,Closed,USD
1866,38,Checking,73871.65,2018-03-20,Active,USD
3845,18,Savings,489979.55,2019-02-03,Inactive,USD
2612,98,Checking,124504.4,2016-12-01,Inactive,USD
3703,23,Savings,6394.34,2023-06-04,Inactive,USD
4865,29,Loan,157940.43,2021-07-14,Inactive,USD
2796,60,Savings,202290.33,2017-04-04,Closed,USD
1423,95,Savings,396178.39,2020-02-13,Inactive,USD
1157,19,Savings,124632.23,2018-07-28,Inactive,USD
1887,33,Checking,123081.93,2022-01-07,Inactive,USD
3618,97,Savings,429212.94,2016-07-27,Closed,USD
4809,97,Business,235293.4,2017-09-03,Closed,USD
2265,45,Loan,13626.78,2018-12-30,Inactive,USD
2421,15,Business,380509.32,2022-07-16,Inactive,USD
3647,25,Savings,369532.03,2018-02-18,Inactive,USD
3223,14,Business,388202.76,2024-10-21,Closed,USD
1829,47,Business,376896.78,2020-02-06,Active,USD
3583,57,Savings,47588.32,2020-04-05,Closed,USD
2872,22,Loan,396411.68,2021-04-17,Active,USD
2434,71,Business,413777.16,2017-06-14,Inactive,USD
4886,4,Savings,393718.65,2024-08-05,Active,USD
1910,46,Savings,9919.85,2015-03-17,Closed,USD
1677,16,Savings,461013.82,2018-04-01,Inactive,USD
1571,87,Loan,132694.69,2023-02-03,Inactive,USD
2848,85,Savings,179708.72,2020-06-24,Inactive,USD
4880,11,Business,176386.09,2021-02-20,Active,USD
4160,89,Loan,435960.89,2023-09-19,Inactive,USD
2772,69,Checking,431046.78,2021-09-27,Active,USD
3016,59,Loan,226053.9,2023-04-08,Inactive,USD
2861,4,Business,434922.81,2019-11-22,Closed,USD
3823,73,Loan,396345.89,2015-06-19,Active,USD
4222,79,Checking,44196.32,2021-10-17,Active,USD
2505,26,Business,253929.14,2021-01-15,Active,USD
1960,68,Checking,401459.28,2019-09-14,Inactive,USD
1835,70,Savings,496259.16,2015-09-02,Closed,USD
1750,28,Business,77336.31,2021-04-27,Active,USD
2596,94,Loan,330507.83,2024-06-25,Inactive,USD
2538,80,Loan,467670.41,2021-03-19,Inactive,USD
2639,11,Business,238279.17,2019-11-29,Active,USD
2199,81,Checking,84676.37,2023-07-22,Inactive,USD
4631,47,Savings,20134.4,2018-07-05,Closed,USD
3999,35,Checking,330154.04,2020-04-24,Closed,USD
3468,75,Business,229461.01,2024-01-27,Active,USD
3557,47,Checking,491105.65,2017-01-15,Active,USD
3108,58,Loan,461934.99,2019-05-11,Inactive,USD
2535,85,Checking,299632.82,2015-05-03,Inactive,USD
2486,61,Savings,168344.11,2020-02-27,Active,USD
1232,49,Savings,34250.73,2021-04-23,Active,USD
3345,36,Loan,46202.36,2023-09-02,Active,USD
4927,89,Checking,62059.78,2015-09-29,Active,USD
3166,89,Checking,89131.52,2017-05-12,Active,USD
1423,34,Business,469501.96,2019-08-08,Closed,USD
3192,74,Checking,245293.68,2017-12-17,Inactive,USD
3316,2,Loan,130425.17,2022-05-16,Active,USD
2169,85,Checking,445390.82,2020-09-16,Inactive,USD
4614,47,Checking,300030.48,2020-05-18,Inactive,USD
1964,87,Business,404352.41,2023-03-29,Inactive,USD
4950,94,Business,164803.34,2020-04-09,Active,USD
3435,99,Loan,314801.7,2024-11-25,Inactive,USD
2098,54,Savings,410272.49,2018-09-17,Inactive,USD
4491,62,Checking,372632.02,2019-04-30,Closed,USD
2140,80,Savings,114587.5,2017-05-15,Active,USD
4428,23,Savings,41790.63,2024-10-20,Inactive,USD
3366,64,Savings,137311.82,2022-04-26,Inactive,USD
2976,72,Business,350874.41,2020-04-26,Closed,USD
3167,25,Business,12999.62,2017-09-06,Closed,USD
2127,7,Business,477186.79,2016-09-26,Inactive,USD
2614,94,Savings,349570.61,2018-02-25,Closed,USD
1707,13,Business,291870.76,2020-07-10,Active,USD
4421,60,Business,423535.69,2024-01-11,Active,USD
4570,97,Loan,420298.89,2023-10-02,Active,USD
3628,26,Savings,279029.9,2017-11-23,Active,USD
2703,2,Savings,320846.1,2018-10-02,Inactive,USD
4368,11,Checking,182781.13,2024-11-19,Closed,USD
2379,9,Checking,105510.05,2018-05-11,Active,USD
3187,82,Checking,483846.18,2016-09-23,Active,USD
2582,47,Loan,223287.74,2024-06-05,Closed,USD
3068,42,Checking,396977.76,2015-06-09,Inactive,USD
3142,58,Business,175883.02,2024-07-04,Active,USD
4710,71,Savings,217676.2,2016-03-24,Closed,USD
3655,57,Business,65290.16,2016-06-15,Inactive,USD
2184,100,Loan,82396.49,2019-03-26,Active,USD
1038,73,Checking,465136.22,2024-12-14,Active,USD
2671,13,Savings,363904.0,2017-05-03,Active,USD
2039,12,Checking,384339.13,2020-10-25,Inactive,USD
1235,90,Savings,425755.06,2021-07-26,Active,USD
2615,54,Loan,466979.41,2023-04-12,Closed,USD
1184,3,Business,394883.73,2020-05-19,Closed,USD
4593,44,Savings,254639.53,2016-01-04,Inactive,USD
4737,99,Business,367958.85,2017-11-03,Active,USD
4185,72,Checking,255745.28,2021-02-16,Inactive,USD
2336,83,Checking,471275.13,2021-04-06,Active,USD
1280,87,Checking,347001.42,2017-06-29,Active,USD
1025,34,Checking,380803.54,2021-07-06,Active,USD
4152,97,Loan,261014.89,2016-12-22,Closed,USD
2354,1,Savings,272538.06,2023-03-29,Closed,USD
3952,18,Savings,492840.16,2020-03-03,Closed,USD
4524,29,Savings,192286.79,2021-01-14,Active,USD
4612,37,Business,235310.85,2020-07-01,Closed,USD
4998,12,Loan,375040.49,2018-10-30,Active,USD
1010,94,Business,38455.92,2023-04-12,Inactive,USD
2921,62,Savings,222398.65,2021-03-11,Inactive,USD
1607,67,Business,229510.92,2023-03-11,Active,USD
2670,36,Business,234026.63,2023-04-21,Active,USD
1785,61,Savings,203748.5,2021-06-22,Active,USD
1957,58,Business,227344.98,2019-07-16,Active,USD
4225,70,Savings,154294.83,2023-08-02,Active,USD
3879,41,Business,208736.93,2019-07-19,Inactive,USD
3982,20,Loan,213881.59,2019-04-22,Active,USD
1805,66,Business,57578.47,2015-07-11,Inactive,USD
4205,10,Savings,409035.21,2017-01-18,Inactive,USD
2851,60,Business,489689.64,2016-03-06,Active,USD
2753,30,Business,254511.2,2023-02-04,Closed,USD
1708,86,Business,106751.31,2020-12-24,Inactive,USD
4324,41,Savings,251301.92,2017-08-16,Active,USD
4073,61,Savings,324636.46,2023-03-09,Inactive,USD
3127,58,Loan,440206.03,2021-10-08,Active,USD
2174,11,Loan,14066.0,2023-04-03,Inactive,USD
4865,60,Business,353969.66,2023-09-07,Closed,USD
1557,2,Savings,76662.62,2022-05-21,Inactive,USD
1010,46,Savings,284515.12,2017-05-07,Closed,USD
1282,9,Savings,223142.01,2018-10-12,Active,USD
1904,24,Savings,353097.61,2017-03-07,Active,USD
2774,98,Loan,358226.73,2024-10-02,Active,USD
3037,10,Business,187753.43,2024-10-15,Active,USD
4824,18,Savings,310346.22,2020-04-24,Active,USD
3853,38,Checking,173524.78,2016-10-24,Active,USD
3130,84,Checking,29018.53,2018-04-13,Closed,USD
4056,34,Savings,263633.59,2020-09-28,Inactive,USD
2648,53,Business,26901.3,2016-11-23,Closed,USD
2721,2,Loan,499727.34,2018-12-29,Closed,USD
1695,4,Loan,214826.0,2019-01-03,Closed,USD
2883,33,Loan,292464.51,2023-10-10,Active,USD
3398,95,Loan,99890.48,2023-07-15,Active,USD
2452,48,Loan,429066.49,2017-08-01,Closed,USD
2993,33,Loan,451808.67,2023-06-08,Closed,USD
3592,95,Checking,121366.69,2016-05-01,Active,USD
1313,37,Business,276611.97,2021-10-13,Inactive,USD
1499,90,Loan,174811.91,2022-11-16,Inactive,USD
3684,96,Loan,31985.75,2023-03-26,Closed,USD
2239,88,Business,247754.46,2015-03-24,Active,USD
3456,62,Checking,209905.89,2020-03-22,Closed,USD
3335,81,Loan,51312.82,2020-10-20,Inactive,USD
1956,81,Savings,83231.81,2022-07-18,Inactive,USD
3572,1,Checking,239515.49,2020-02-29,Active,USD
1923,14,Business,385049.41,2020-05-29,Inactive,USD
1912,60,Business,214552.42,2023-11-29,Inactive,USD
2806,42,Checking,445066.14,2018-10-31,Closed,USD
2167,94,Loan,448270.71,2022-08-19,Closed,USD
4348,50,Savings,64271.27,2020-06-03,Inactive,USD
1546,78,Loan,377557.53,2022-02-03,Active,USD
1888,63,Checking,178267.55,2015-05-30,Active,USD
1643,25,Checking,148265.11,2018-02-03,Closed,USD
1920,10,Checking,171771.82,2018-09-28,Active,USD
1129,67,Checking,149685.01,2022-11-03,Inactive,USD
1808,85,Savings,456267.54,2016-06-27,Active,USD
3189,86,Business,351271.83,2018-05-20,Active,USD
2942,97,Checking,281675.54,2015-05-14,Active,USD
1756,77,Savings,162714.32,2021-07-05,Closed,USD
4129,57,Checking,241986.72,2021-05-15,Inactive,USD
1089,71,Business,486275.15,2017-11-22,Inactive,USD
3486,7,Savings,247717.72,2015-07-08,Closed,USD
1749,27,Business,116615.3,2019-11-09,Inactive,USD
4455,98,Business,279953.35,2020-06-12,Inactive,USD
2553,74,Savings,142302.74,2022-09-07,Closed,USD
4506,63,Loan,375314.72,2016-08-09,Inactive,USD
3417,94,Loan,496730.69,2019-07-18,Closed,USD
3583,31,Loan,482311.31,2023-02-28,Closed,USD
2922,43,Loan,243254.67,2019-04-30,Active,USD
3102,97,Checking,434313.86,2016-02-23,Active,USD
4992,69,Business,442815.63,2024-04-04,Inactive,USD
4784,9,Loan,155067.78,2023-10-08,Inactive,USD
1874,68,Checking,245306.35,2025-02-12,Active,USD
2183,21,Savings,433744.69,2021-09-01,Active,USD
2398,41,Checking,392861.38,2020-05-10,Closed,USD
4805,14,Loan,384988.0,2022-06-30,Closed,USD
3929,83,Checking,105975.59,2016-06-03,Inactive,USD
2519,59,Savings,288551.9,2022-11-22,Closed,USD
3962,100,Checking,116981.04,2018-04-02,Inactive,USD
1311,62,Savings,169002.9,2023-02-02,Closed,USD
1534,71,Savings,172477.68,2024-11-16,Inactive,USD
3593,51,Checking,464006.11,2023-10-08,Active,USD
2766,6,Loan,78481.88,2019-03-02,Active,USD
2317,49,Checking,211028.72,2018-09-01,Closed,USD
3349,1,Checking,490596.31,2016-12-06,Closed,USD
1910,84,Checking,4056.65,2018-01-12,Active,USD
3930,22,Business,56866.97,2016-02-23,Closed,USD
3657,51,Checking,448751.63,2015-04-24,Active,USD
1744,58,Checking,258668.66,2016-02-25,Active,USD
3292,86,Business,166093.3,2019-01-10,Closed,USD
1234,80,Loan,266381.8,2016-08-14,Active,USD
1487,43,Savings,471411.07,2015-09-15,Active,USD
4606,91,Checking,451296.31,2019-09-28,Closed,USD
4516,94,Savings,324406.17,2024-09-27,Closed,USD
3030,37,Loan,270551.47,2016-05-01,Active,USD
2019,66,Savings,160522.31,2025-01-12,Active,USD
1524,56,Savings,324762.35,2025-01-17,Inactive,USD
4949,77,Business,310698.63,2020-10-16,Closed,USD
2450,20,Savings,348248.7,2024-02-09,Active,USD
4343,99,Loan,300161.18,2020-06-13,Closed,USD
1793,42,Checking,378.32,2022-03-09,Inactive,USD
1905,18,Checking,286440.96,2024-12-14,Inactive,USD
2583,88,Loan,210433.69,2023-06-12,Active,USD
4290,16,Savings,271622.7,2017-01-24,Closed,USD
2000,96,Loan,22969.02,2016-11-18,Inactive,USD
4065,72,Checking,302961.86,2019-04-24,Active,USD
2425,92,Business,385227.45,2021-11-20,Inactive,USD
4559,32,Checking,399024.76,2022-05-27,Closed,USD
4995,68,Business,87350.97,2016-03-06,Inactive,USD
3978,22,Loan,248113.69,2023-08-06,Active,USD
1456,41,Savings,330169.86,2021-08-03,Inactive,USD
2986,17,Checking,461416.39,2024-11-07,Active,USD
4012,11,Checking,70286.54,2023-09-28,Inactive,USD
2658,40,Checking,66095.46,2019-07-03,Inactive,USD
2151,23,Business,227068.47,2020-02-26,Closed,USD
1259,68,Checking,484609.99,2019-05-24,Active,USD
1449,29,Savings,33297.88,2019-04-06,Closed,USD
4479,21,Savings,337430.31,2022-05-02,Active,USD
2992,12,Loan,325127.44,2015-09-18,Active,USD
2243,34,Loan,10278.27,2019-03-11,Active,USD
4846,51,Business,166686.8,2020-04-02,Active,USD
4227,70,Savings,110896.63,2018-02-18,Inactive,USD
4724,2,Savings,132910.24,2017-08-07,Closed,USD
3312,23,Checking,486454.26,2019-11-16,Active,USD
4306,88,Business,355170.71,2022-06-23,Active,USD
1933,88,Loan,194920.19,2016-08-21,Inactive,USD
4167,16,Loan,464800.5,2016-06-20,Closed,USD
3836,24,Loan,36822.41,2016-10-12,Inactive,USD
2961,68,Checking,410668.26,2024-10-28,Closed,USD
3215,28,Checking,463012.64,2017-01-15,Inactive,USD
2189,85,Savings,328857.6,2023-02-07,Active,USD
2874,10,Savings,52334.82,2017-03-02,Inactive,USD
2852,27,Savings,294862.21,2016-12-18,Closed,USD
2052,53,Loan,13538.6,2021-06-04,Inactive,USD
4610,73,Checking,175890.81,2024-01-17,Inactive,USD
2216,15,Checking,477964.9,2018-07-14,Active,USD
3824,77,Loan,464523.26,2019-05-26,Inactive,USD
3214,93,Loan,393670.16,2019-02-03,Closed,USD
3780,48,Business,29014.14,2017-07-03,Inactive,USD
2786,39,Loan,168971.14,2024-07-12,Inactive,USD
4881,1,Checking,38745.16,2019-02-09,Active,USD
2044,23,Savings,437728.2,2023-11-18,Inactive,USD
1797,79,Loan,108958.56,2018-06-07,Closed,USD
4811,48,Business,272395.98,2022-06-30,Closed,USD
1058,93,Business,251396.5,2015-07-18,Active,USD
1587,8,Savings,38930.7,2024-06-29,Active,USD
1327,89,Savings,414599.77,2021-12-18,Inactive,USD
1680,94,Loan,478195.7,2021-09-18,Closed,USD
3583,80,Loan,433140.38,2020-01-16,Inactive,USD
3134,35,Business,284714.04,2024-08-23,Active,USD
2283,89,Checking,172606.35,2017-02-28,Active,USD
3097,67,Savings,32704.11,2020-04-11,Active,USD
3565,93,Savings,439513.0,2022-08-11,Closed,USD
3120,32,Savings,75003.65,2015-09-22,Active,USD
1577,9,Loan,281862.48,2023-03-03,Inactive,USD
3113,57,Savings,465174.45,2020-11-24,Active,USD
4785,88,Checking,461417.01,2023-04-14,Closed,USD
3184,26,Checking,9006.01,2021-11-11,Active,USD
2740,25,Checking,91245.76,2022-01-16,Inactive,USD
3925,20,Business,145345.45,2023-07-02,Closed,USD
4698,76,Checking,256106.72,2019-02-17,Closed,USD
2738,14,Loan,393116.51,2018-12-07,Closed,USD
2343,85,Savings,325586.7,2017-12-03,Active,USD
2225,83,Savings,433707.86,2017-05-11,Closed,USD
2136,69,Business,134294.81,2017-12-19,Inactive,USD
4486,5,Savings,463316.94,2018-01-28,Inactive,USD
4585,43,Loan,306567.9,2021-02-13,Closed,USD
1159,64,Loan,391855.51,2022-12-16,Closed,USD
2404,98,Business,133610.23,2020-03-06,Closed,USD
3511,15,Checking,123047.22,2018-09-17,Inactive,USD
1039,81,Business,452789.16,2022-06-10,Closed,USD
2456,28,Checking,400931.32,2024-06-24,Closed,USD
1865,35,Savings,442784.04,2022-09-03,Active,USD
2069,42,Checking,453016.47,2021-04-29,Closed,USD
1219,50,Savings,368613.68,2023-05-26,Active,USD
2337,61,Checking,381186.73,2019-08-05,Inactive,USD
2693,68,Business,434960.89,2019-02-19,Inactive,USD
1738,91,Business,215709.11,2019-04-12,Active,USD
2369,38,Business,74769.18,2021-02-25,Closed,USD
2177,45,Checking,439955.39,2017-05-12,Active,USD
1148,28,Checking,324083.57,2019-07-12,Active,USD
2937,21,Checking,436087.92,2021-11-15,Closed,USD
2133,4,Business,130571.26,2019-06-19,Active,USD
1873,16,Checking,135551.5,2021-12-12,Active,USD
3462,65,Savings,267899.26,2017-04-01,Closed,USD
4527,40,Loan,293629.05,2020-01-05,Active,USD
3380,24,Savings,439162.96,2023-02-16,Inactive,USD
3960,22,Business,125935.44,2017-07-25,Active,USD
4716,74,Savings,497215.1,2023-02-23,Active,USD
4010,86,Business,393479.91,2022-09-12,Closed,USD
4496,31,Checking,105810.76,2015-04-11,Inactive,USD
3485,93,Loan,115771.38,2021-04-11,Closed,USD
1571,8,Checking,272938.29,2022-05-16,Closed,USD
4828,65,Savings,78046.0,2022-08-21,Closed,USD
1171,93,Loan,51109.79,2020-01-28,Active,USD
2772,7,Savings,82487.55,2016-05-28,Closed,USD
2654,9,Savings,773.54,2017-09-28,Active,USD
3220,37,Business,199117.39,2017-10-14,Active,USD
4413,18,Loan,119106.78,2015-07-26,Active,USD
