Customer_ID,Loan_Type,Amount,Interest_Rate,Start_Date,End_Date,Status
436,Auto Loan,72696.02,14.94,2021-10-09,2024-07-29,Default
957,Business Loan,301612.76,12.77,2022-12-21,2027-12-26,Active
837,Personal Loan,261537.98,7.22,2022-09-19,2029-12-03,Default
216,Education Loan,381381.94,14.7,2021-02-06,2027-09-22,Pending
320,Education Loan,210024.65,7.68,2023-07-02,2025-09-27,Pending
108,Home Loan,57554.43,3.01,2021-08-01,2025-02-22,Pending
767,Personal Loan,83809.31,5.52,2022-09-06,2029-07-04,Default
231,Education Loan,373013.22,6.45,2020-10-27,2024-09-02,Pending
534,Home Loan,498389.71,12.44,2022-05-12,2026-11-19,Default
587,Home Loan,58874.92,10.59,2023-09-12,2030-12-02,Default
814,Home Loan,15706.37,3.76,2022-01-17,2028-09-15,Active
497,Personal Loan,165065.14,11.98,2020-12-23,2023-03-01,Default
90,Auto Loan,470201.03,13.01,2023-11-06,2029-07-05,Active
102,Education Loan,217398.79,14.77,2023-06-01,2032-02-18,Pending
428,Personal Loan,293899.3,9.28,2024-12-19,2028-09-28,Default
90,Education Loan,137990.1,5.35,2024-12-18,2029-12-02,Pending
54,Home Loan,137983.61,3.87,2020-05-09,2021-08-30,Pending
644,Business Loan,299179.06,7.95,2022-08-20,2030-02-10,Active
382,Business Loan,169379.56,7.85,2020-07-07,2021-12-20,Active
588,Business Loan,114553.21,5.37,2022-07-29,2028-01-28,Pending
241,Education Loan,456528.99,4.19,2021-04-20,2031-01-31,Closed
543,Business Loan,146549.43,3.44,2023-05-04,2024-06-05,Pending
320,Education Loan,209605.34,11.67,2024-06-27,2032-12-20,Active
581,Home Loan,341811.33,2.21,2022-05-31,2030-04-18,Default
201,Home Loan,363506.12,8.07,2022-12-16,2028-10-23,Closed
94,Home Loan,121884.27,2.3,2020-09-03,2024-10-14,Closed
251,Education Loan,219829.57,1.79,2022-04-02,2029-07-01,Active
800,Business Loan,41790.63,13.81,2024-04-14,2033-10-16,Active
232,Personal Loan,496123.94,3.04,2024-09-23,2031-11-06,Closed
88,Education Loan,372537.68,10.87,2025-01-18,2028-02-11,Default
663,Home Loan,63715.52,13.0,2024-09-11,2029-08-19,Pending
391,Business Loan,443215.34,10.33,2021-04-21,2031-01-17,Active
951,Auto Loan,63596.11,8.86,2022-11-29,2027-09-14,Pending
429,Home Loan,105767.02,10.5,2022-05-15,2024-02-16,Default
108,Personal Loan,35413.55,12.08,2021-09-27,2029-04-24,Default
152,Auto Loan,154218.94,2.45,2021-04-15,2024-02-10,Pending
604,Business Loan,491919.9,14.25,2020-11-10,2026-04-17,Active
19,Home Loan,196055.17,9.61,2024-10-28,2031-12-13,Pending
488,Personal Loan,323736.87,11.07,2020-07-20,2024-07-31,Active
339,Auto Loan,455164.66,5.79,2024-10-28,2032-12-08,Active
470,Personal Loan,137038.96,9.56,2023-08-04,2031-07-17,Default
494,Auto Loan,283084.35,13.51,2020-06-09,2027-10-11,Active
849,Home Loan,483622.73,10.48,2025-01-20,2027-11-04,Pending
413,Auto Loan,79770.93,7.78,2020-06-20,2026-07-01,Pending
788,Education Loan,69193.68,2.57,2020-04-29,2027-03-12,Default
513,Personal Loan,162307.5,11.04,2023-04-26,2028-06-14,Active
506,Business Loan,166581.34,8.69,2021-04-06,2028-05-24,Pending
167,Business Loan,136658.02,5.23,2024-08-01,2032-10-27,Closed
997,Auto Loan,411676.06,9.1,2022-10-03,2029-05-22,Active
258,Education Loan,172573.43,12.91,2022-06-21,2025-02-15,Closed
344,Business Loan,122102.04,1.98,2024-11-18,2029-01-08,Default
731,Personal Loan,298005.3,12.58,2022-01-24,2031-03-01,Default
351,Business Loan,355497.17,6.68,2021-06-19,2023-12-13,Active
190,Education Loan,253495.07,2.17,2024-04-02,2030-05-15,Pending
368,Home Loan,329599.65,10.35,2021-04-30,2026-09-13,Default
808,Home Loan,210473.5,12.28,2022-01-29,2030-09-28,Active
909,Home Loan,314090.71,3.23,2024-07-07,2028-11-21,Default
943,Business Loan,266520.74,13.28,2024-03-13,2028-09-17,Pending
220,Business Loan,348010.58,7.64,2020-11-26,2027-08-20,Pending
316,Auto Loan,354392.49,11.16,2022-03-07,2025-05-29,Pending
398,Home Loan,276180.72,3.62,2021-08-11,2031-07-19,Closed
378,Home Loan,291489.61,6.28,2022-02-02,2023-02-22,Active
746,Home Loan,461520.01,10.11,2020-03-05,2029-07-31,Active
135,Personal Loan,30837.33,5.62,2021-02-25,2029-08-25,Default
457,Auto Loan,241510.0,12.3,2022-12-03,2028-07-05,Default
845,Auto Loan,358824.29,11.06,2020-04-23,2022-06-14,Active
815,Personal Loan,357362.71,14.05,2020-04-20,2021-11-04,Closed
752,Auto Loan,215003.22,2.1,2020-07-28,2028-05-21,Active
601,Auto Loan,376087.74,7.86,2024-06-24,2030-03-02,Active
538,Personal Loan,423232.87,6.81,2022-03-25,2027-07-03,Default
413,Education Loan,33622.91,10.82,2024-01-27,2025-08-02,Default
433,Personal Loan,348626.25,9.13,2024-11-28,2026-11-11,Pending
657,Personal Loan,21272.72,7.82,2024-12-28,2034-06-30,Active
857,Home Loan,455284.84,5.56,2023-09-20,2028-07-16,Closed
182,Home Loan,127550.94,11.18,2021-10-14,2029-01-07,Active
472,Business Loan,401582.39,5.4,2021-04-20,2026-07-11,Active
605,Home Loan,205012.12,12.52,2024-04-02,2033-07-19,Closed
834,Education Loan,401566.97,4.1,2021-11-15,2023-04-17,Active
208,Home Loan,26010.46,14.29,2022-05-09,2028-03-27,Pending
330,Education Loan,365908.96,14.06,2023-09-30,2025-09-23,Active
359,Personal Loan,125659.12,1.72,2023-05-27,2029-08-06,Closed
931,Business Loan,257605.88,5.83,2023-05-23,2029-01-15,Closed
73,Home Loan,119599.83,8.35,2020-05-16,2023-02-28,Closed
16,Home Loan,301795.71,4.41,2023-07-01,2030-09-19,Closed
288,Auto Loan,320911.62,11.03,2023-08-31,2025-06-15,Active
490,Business Loan,248431.42,4.7,2021-09-26,2029-05-05,Active
730,Auto Loan,159359.02,12.48,2020-04-09,2025-12-15,Pending
831,Personal Loan,421789.83,8.36,2022-03-27,2026-11-12,Default
578,Personal Loan,50574.64,2.18,2020-06-23,2025-03-11,Active
729,Home Loan,150009.4,11.39,2021-05-18,2023-04-11,Default
687,Personal Loan,39126.28,6.4,2020-10-31,2028-02-10,Active
656,Education Loan,107732.01,14.55,2020-09-18,2023-07-31,Pending
872,Business Loan,305864.37,10.69,2022-05-22,2023-07-11,Pending
815,Auto Loan,97366.2,2.12,2023-07-13,2030-06-09,Active
115,Personal Loan,434059.86,7.13,2020-10-04,2026-10-06,Closed
524,Home Loan,496651.36,11.12,2024-05-14,2029-12-28,Active
554,Business Loan,149165.94,5.62,2021-10-19,2027-12-26,Active
994,Business Loan,419250.6,6.91,2021-04-30,2022-08-28,Default
389,Personal Loan,111689.88,4.26,2022-07-24,2030-03-18,Active
543,Education Loan,399279.22,9.4,2024-05-03,2029-04-14,Pending
418,Education Loan,353561.21,7.72,2021-06-03,2026-08-22,Active
