Customer_ID,Device_ID,App_Version,Transaction_Type,Amount,Date
19,1096,3.0.93,Merchant Payment,2896.33,2023-05-27
105,9129,2.3.14,Transfer,265.03,2023-12-16
479,8173,4.3.51,Bill Payment,8329.53,2025-01-04
420,2958,3.6.96,Merchant Payment,4407.1,2023-12-20
718,7313,2.5.25,Bill Payment,7060.07,2023-12-17
10,7955,2.0.68,Loan Payment,9687.24,2024-11-13
847,2792,5.9.45,Deposit,1905.49,2025-02-18
946,8602,1.1.82,Deposit,7388.49,2023-12-09
482,8536,5.0.88,Merchant Payment,6971.92,2024-09-20
56,9854,2.3.32,Bill Payment,665.33,2024-06-15
260,3109,5.5.9,Deposit,5023.78,2023-11-07
101,3421,3.2.21,Merchant Payment,5144.0,2024-08-30
269,8001,4.0.30,Transfer,4189.62,2023-04-19
536,9876,3.7.47,Merchant Payment,9831.52,2023-12-20
14,2337,5.3.25,Loan Payment,9856.17,2023-05-20
692,4136,5.1.46,Deposit,1383.13,2024-01-11
91,6215,3.2.12,Merchant Payment,8889.04,2024-05-23
462,2276,4.6.55,Deposit,6491.09,2023-03-31
544,1479,1.8.78,Merchant Payment,4882.25,2024-07-09
399,8141,2.5.70,Merchant Payment,2328.78,2023-05-15
936,7730,1.9.1,Merchant Payment,9389.71,2024-05-21
536,1308,2.2.59,Merchant Payment,8062.56,2024-11-09
5,7297,2.3.31,Merchant Payment,6163.37,2024-10-03
803,8052,1.4.7,Withdrawal,7911.76,2023-10-16
102,8228,1.0.50,Merchant Payment,9260.29,2024-05-26
