Customer_ID,Branch_ID,Account_Type,Balance,Currency,Status,Created_Date
2642,9,Business,87889.71,JPY,Closed,2023-06-10
4368,10,Checking,27101.0,JPY,Active,2022-02-01
1621,1,Business,73595.12,GBP,Inactive,2017-10-25
2080,88,Savings,50891.29,GBP,Closed,2019-02-05
2920,61,Loan,17448.15,EUR,Inactive,2018-11-30
3008,34,Loan,49668.71,INR,Active,2022-04-29
294,72,Checking,84017.89,INR,Inactive,2018-12-06
4828,74,Loan,11909.89,INR,Closed,2024-08-04
3994,13,Loan,65731.31,GBP,Closed,2021-02-18
957,88,Loan,68672.18,USD,Closed,2019-02-19
2866,58,Loan,4358.96,JPY,Inactive,2022-09-08
854,81,Savings,14861.26,EUR,Inactive,2021-01-24
457,91,Loan,72948.99,GBP,Active,2016-01-31
1766,32,Checking,53837.78,EUR,Active,2021-01-03
3182,66,Savings,62875.23,GBP,Closed,2015-06-01
4204,22,Business,53872.86,EUR,Active,2024-07-14
1296,29,Checking,18617.72,INR,Active,2021-02-26
4876,46,Loan,64812.92,EUR,Active,2016-08-07
1316,64,Checking,22619.06,JPY,Closed,2021-10-07
2092,54,Checking,25277.48,EUR,Closed,2021-01-29
2138,48,Business,65357.76,JPY,Closed,2017-12-06
1596,95,Loan,60966.67,GBP,Inactive,2022-08-18
3178,45,Business,17162.1,USD,Closed,2018-10-27
4635,72,Savings,33515.27,USD,Active,2019-01-21
4623,55,Business,15404.01,EUR,Active,2016-11-23
1720,79,Savings,42438.17,JPY,Inactive,2022-01-03
2966,92,Checking,46203.07,EUR,Closed,2015-10-24
1449,64,Loan,82401.33,INR,Active,2023-11-15
3727,39,Loan,43234.66,JPY,Closed,2019-10-05
2523,67,Loan,14621.12,INR,Closed,2019-07-04
1758,84,Savings,5103.26,JPY,Active,2017-08-15
890,70,Checking,50299.84,INR,Active,2020-06-30
2058,81,Savings,37326.53,INR,Inactive,2017-09-09
4388,37,Savings,71654.87,EUR,Inactive,2018-02-08
4336,92,Savings,26700.75,INR,Inactive,2018-04-04
2882,16,Checking,69754.04,JPY,Active,2017-03-24
668,88,Checking,76770.66,INR,Active,2018-06-23
4476,88,Savings,80499.99,EUR,Inactive,2016-12-04
2038,32,Savings,28411.96,JPY,Inactive,2022-09-09
539,9,Loan,1143.05,GBP,Active,2023-07-09
3269,8,Checking,70768.4,JPY,Closed,2020-11-01
2434,46,Business,6623.7,USD,Inactive,2024-10-08
4993,55,Loan,40876.34,GBP,Active,2016-04-09
2045,84,Loan,47723.66,GBP,Active,2017-07-27
3144,61,Business,69640.74,EUR,Inactive,2017-09-18
677,68,Checking,44834.05,GBP,Closed,2022-11-09
3950,41,Loan,95815.0,USD,Closed,2023-02-09
2345,95,Loan,65915.16,JPY,Closed,2020-08-12
4020,47,Business,16959.31,USD,Inactive,2015-06-05
2114,83,Loan,30329.54,USD,Closed,2015-07-21
1456,64,Savings,88987.51,JPY,Active,2017-12-31
2415,12,Checking,4032.76,USD,Inactive,2024-10-02
4795,29,Loan,62589.99,INR,Inactive,2023-05-01
3074,67,Checking,13653.12,USD,Closed,2020-01-18
774,90,Checking,97015.29,EUR,Inactive,2021-07-16
1551,30,Checking,25282.24,EUR,Active,2018-12-17
1696,31,Checking,66774.99,EUR,Closed,2018-04-05
4106,37,Savings,46717.66,JPY,Active,2022-09-04
2677,47,Checking,19390.25,EUR,Active,2024-04-17
3758,100,Checking,8370.14,JPY,Inactive,2017-01-30
2393,22,Savings,8612.23,INR,Inactive,2020-08-31
1218,61,Loan,96791.62,USD,Closed,2022-02-18
3938,22,Checking,72360.48,EUR,Closed,2019-09-22
4143,14,Loan,73608.89,EUR,Active,2017-11-24
3177,57,Loan,99943.65,GBP,Inactive,2022-07-05
2518,72,Business,99752.72,GBP,Closed,2024-02-13
1165,9,Loan,93028.33,USD,Inactive,2017-11-19
1702,72,Loan,62304.08,EUR,Active,2017-05-14
1294,76,Business,8680.56,EUR,Inactive,2023-06-11
4503,62,Business,69209.47,INR,Inactive,2019-03-07
2395,98,Checking,89671.55,USD,Active,2020-09-18
2957,91,Savings,75852.05,USD,Active,2016-02-17
1715,89,Loan,65166.84,INR,Closed,2024-04-14
3165,85,Savings,82060.46,EUR,Inactive,2018-03-23
1410,94,Loan,13725.7,GBP,Active,2019-06-05
2617,42,Loan,34748.82,USD,Closed,2024-12-28
3100,2,Checking,15823.29,EUR,Closed,2016-01-20
3955,83,Loan,32700.47,JPY,Closed,2019-01-15
1577,71,Loan,44364.04,INR,Active,2024-06-06
4645,24,Business,98863.37,JPY,Inactive,2015-08-07
1919,87,Savings,12073.66,JPY,Closed,2020-05-01
837,74,Savings,45169.3,USD,Inactive,2021-06-06
2050,36,Business,83750.8,INR,Closed,2018-09-11
462,35,Loan,78723.32,GBP,Inactive,2018-07-18
238,60,Loan,63667.91,EUR,Active,2023-02-28
3763,45,Savings,71877.54,GBP,Inactive,2023-04-15
678,98,Loan,4145.93,EUR,Inactive,2020-06-16
4054,19,Loan,11739.29,JPY,Active,2018-08-08
2151,84,Loan,54505.02,INR,Inactive,2018-05-21
614,35,Business,85039.12,JPY,Active,2015-11-06
3549,71,Savings,59226.48,JPY,Inactive,2024-05-25
3508,25,Business,45117.03,EUR,Closed,2020-07-14
3771,57,Savings,77372.85,JPY,Active,2022-03-18
752,6,Checking,84699.8,JPY,Inactive,2018-02-24
4513,14,Savings,61303.47,INR,Inactive,2019-03-02
4651,9,Business,51011.8,GBP,Active,2024-08-09
990,43,Loan,24707.31,EUR,Active,2016-10-24
4953,25,Checking,77220.29,INR,Inactive,2020-11-07
1510,46,Business,89150.95,USD,Closed,2024-04-12
4366,15,Checking,26053.79,USD,Inactive,2018-03-04
4548,45,Business,15564.16,USD,Active,2024-12-11
2951,39,Loan,85843.64,JPY,Active,2023-07-22
3309,23,Checking,88379.03,INR,Inactive,2019-02-24
2643,91,Business,34319.72,JPY,Closed,2018-01-14
4258,3,Checking,14751.71,GBP,Inactive,2015-06-18
1562,85,Business,40547.6,JPY,Inactive,2016-07-21
3723,91,Business,30074.97,JPY,Active,2023-07-29
1886,82,Checking,2696.67,JPY,Active,2019-12-29
2318,49,Loan,18212.46,JPY,Active,2021-07-20
844,80,Business,27434.68,INR,Active,2015-12-15
2626,4,Checking,13551.29,INR,Closed,2017-09-30
460,88,Loan,91868.15,EUR,Active,2020-06-07
3947,59,Savings,88852.66,EUR,Closed,2016-03-03
769,87,Checking,80454.12,JPY,Active,2017-04-22
4433,21,Loan,17482.25,USD,Inactive,2017-10-26
3615,20,Checking,15649.59,JPY,Inactive,2018-01-24
1617,60,Savings,33234.97,INR,Closed,2022-09-10
2143,4,Business,31571.34,EUR,Inactive,2023-01-16
3938,54,Loan,19211.53,EUR,Inactive,2023-06-20
1330,83,Business,63510.79,INR,Inactive,2022-10-23
789,25,Loan,82436.33,JPY,Inactive,2018-12-13
816,78,Business,75134.02,EUR,Closed,2020-02-12
371,22,Checking,4989.64,EUR,Closed,2015-06-05
1803,75,Loan,46586.97,USD,Active,2023-06-20
974,81,Business,83413.34,EUR,Active,2024-03-16
2389,50,Business,2450.64,GBP,Inactive,2020-08-26
903,52,Loan,19670.98,USD,Inactive,2018-11-13
4868,42,Checking,62263.69,EUR,Inactive,2021-09-23
1793,71,Loan,87830.81,EUR,Inactive,2017-01-06
4444,25,Business,10730.34,JPY,Inactive,2019-10-02
2700,70,Savings,56945.53,GBP,Closed,2019-06-07
4361,10,Checking,10669.44,JPY,Closed,2019-04-06
2212,35,Business,63628.06,EUR,Active,2022-04-10
243,57,Savings,45669.6,GBP,Active,2021-02-24
2891,45,Loan,69977.59,GBP,Inactive,2025-01-22
1911,51,Loan,22062.74,USD,Closed,2018-09-16
2250,19,Loan,8612.84,INR,Active,2017-02-25
4341,48,Checking,5224.09,INR,Active,2017-06-06
2018,37,Business,28530.15,GBP,Closed,2020-10-29
898,56,Checking,58152.09,INR,Active,2016-06-24
3943,55,Checking,3340.05,INR,Active,2021-12-29
2200,56,Business,48599.78,USD,Closed,2017-09-16
1254,51,Savings,69368.39,USD,Inactive,2016-07-29
453,46,Loan,78971.12,INR,Active,2021-08-18
4297,9,Checking,55066.35,USD,Closed,2017-11-22
4813,55,Business,52572.89,INR,Inactive,2020-12-30
3485,36,Savings,50121.36,INR,Closed,2015-08-31
4867,53,Savings,53981.94,USD,Closed,2021-09-19
4772,69,Loan,89416.66,GBP,Closed,2022-02-24
3089,48,Checking,65387.43,INR,Inactive,2022-11-10
188,28,Business,74349.3,INR,Closed,2018-07-09
2470,49,Savings,9605.46,EUR,Closed,2020-06-10
3223,15,Loan,16408.24,GBP,Active,2020-07-01
4673,56,Savings,48087.54,GBP,Active,2023-06-27
4478,57,Savings,77019.33,GBP,Inactive,2017-12-12
1788,41,Loan,33037.98,JPY,Closed,2022-11-15
4962,57,Loan,34011.65,GBP,Active,2022-07-11
38,15,Savings,35545.16,JPY,Inactive,2020-01-06
4084,56,Business,19847.85,EUR,Inactive,2018-01-15
3050,83,Business,54702.49,JPY,Active,2022-01-30
264,46,Business,2745.67,USD,Active,2018-02-05
2671,14,Business,38070.14,GBP,Inactive,2023-03-26
842,87,Loan,22032.78,GBP,Active,2021-12-25
63,62,Checking,76779.91,JPY,Active,2019-02-15
787,11,Checking,58852.39,INR,Inactive,2015-02-27
830,82,Savings,67517.73,USD,Inactive,2022-02-27
2915,69,Loan,43110.24,INR,Inactive,2021-05-06
1953,13,Business,91148.36,JPY,Active,2022-05-15
1538,70,Loan,94310.23,EUR,Closed,2022-01-02
146,9,Savings,97672.7,GBP,Active,2021-08-11
1281,5,Business,56659.98,EUR,Active,2020-08-08
1052,61,Savings,3370.8,EUR,Active,2024-11-01
895,19,Checking,71598.65,USD,Closed,2023-02-01
1963,18,Loan,65198.11,EUR,Inactive,2023-05-02
2516,35,Business,98452.49,EUR,Closed,2019-07-16
1671,96,Checking,29979.46,USD,Active,2023-03-28
1530,26,Savings,67417.16,JPY,Active,2024-02-24
335,68,Checking,97409.94,GBP,Closed,2023-08-30
375,27,Business,70168.45,JPY,Inactive,2015-03-15
971,79,Loan,5563.24,INR,Closed,2019-05-12
648,87,Loan,3047.6,USD,Closed,2015-10-17
1853,89,Business,13568.66,GBP,Inactive,2018-02-18
4943,33,Checking,50720.4,EUR,Active,2017-06-30
2775,37,Checking,62272.9,JPY,Inactive,2017-01-21
2481,98,Business,50342.12,INR,Closed,2021-09-16
3425,69,Savings,14206.88,INR,Inactive,2020-11-29
10,70,Loan,75953.39,INR,Active,2022-05-26
2929,85,Business,50640.22,JPY,Active,2023-02-17
3069,8,Savings,63297.75,INR,Active,2018-08-08
231,41,Business,15331.25,GBP,Closed,2016-03-08
485,11,Business,56649.65,INR,Inactive,2017-10-12
4982,74,Loan,61017.07,USD,Active,2024-06-14
1042,94,Loan,78686.54,USD,Inactive,2019-07-11
1694,24,Business,23436.57,INR,Inactive,2017-12-19
541,63,Business,73504.32,INR,Active,2020-08-12
13,14,Savings,44726.18,INR,Closed,2023-07-03
1491,25,Business,562.43,JPY,Active,2015-04-06
2562,100,Business,70548.67,USD,Closed,2017-04-03
3665,31,Savings,50178.06,USD,Closed,2015-10-26
965,43,Savings,54577.72,EUR,Active,2019-03-18
689,31,Loan,26117.25,EUR,Closed,2020-04-07
1206,19,Loan,70200.96,JPY,Closed,2021-02-13
4616,94,Savings,72787.32,EUR,Closed,2016-02-18
4387,85,Business,96324.6,JPY,Active,2015-12-16
4946,95,Savings,87554.23,GBP,Closed,2017-03-15
3170,7,Loan,52598.25,EUR,Inactive,2023-09-05
1838,51,Loan,75805.51,JPY,Closed,2016-09-04
2513,45,Savings,90368.06,EUR,Closed,2022-04-11
3315,35,Checking,85230.71,USD,Closed,2019-06-15
2712,98,Loan,21233.87,EUR,Closed,2017-12-05
967,86,Savings,12680.44,EUR,Active,2020-11-12
3114,86,Checking,89778.23,EUR,Inactive,2024-01-12
2815,79,Loan,23622.41,INR,Active,2022-01-13
2113,61,Checking,15150.93,EUR,Active,2023-04-09
1918,13,Checking,89410.7,USD,Inactive,2015-03-12
488,68,Business,66474.64,JPY,Active,2024-06-28
1924,78,Checking,37920.53,GBP,Active,2024-05-04
4641,12,Business,23393.11,USD,Inactive,2023-08-13
1249,56,Savings,68620.2,EUR,Closed,2018-06-26
1522,80,Loan,97938.77,USD,Closed,2021-08-13
2976,68,Checking,78160.07,JPY,Closed,2016-02-13
3354,65,Loan,16578.53,USD,Inactive,2020-09-03
2897,66,Savings,95054.73,INR,Closed,2018-04-01
456,91,Business,96849.33,JPY,Inactive,2016-07-18
4886,42,Savings,10266.53,GBP,Closed,2017-12-31
1143,68,Checking,70801.76,INR,Closed,2018-12-12
1680,44,Savings,99782.19,GBP,Inactive,2022-08-15
759,40,Business,74454.27,GBP,Closed,2020-11-04
363,9,Checking,99527.45,EUR,Closed,2025-01-11
4707,31,Business,5896.68,EUR,Active,2024-02-29
2440,85,Savings,34383.65,INR,Closed,2016-01-29
1,7,Loan,6346.63,GBP,Inactive,2023-06-14
1312,25,Business,9954.54,GBP,Inactive,2018-03-06
4312,35,Loan,32097.04,EUR,Inactive,2020-09-23
3073,39,Savings,55110.78,EUR,Active,2017-02-21
3196,23,Savings,51210.82,INR,Closed,2016-11-04
733,21,Checking,41255.15,USD,Active,2021-01-25
2840,28,Business,63332.7,EUR,Active,2018-05-23
113,65,Business,61054.39,EUR,Closed,2015-12-09
1605,23,Savings,46482.53,EUR,Inactive,2022-06-18
477,79,Checking,24825.26,GBP,Inactive,2020-05-15
526,77,Business,65253.71,GBP,Inactive,2018-05-17
1447,53,Loan,24673.31,INR,Closed,2023-06-03
687,4,Loan,46376.09,GBP,Inactive,2019-06-16
704,57,Checking,32620.7,EUR,Inactive,2022-11-17
4749,66,Business,75016.02,JPY,Closed,2018-04-08
2596,72,Loan,64145.23,INR,Inactive,2015-03-18
167,24,Savings,43963.37,USD,Inactive,2021-08-02
3447,8,Savings,22195.57,JPY,Closed,2020-07-18
839,52,Savings,7056.27,INR,Inactive,2021-08-04
718,19,Checking,23262.79,JPY,Active,2017-06-21
655,77,Loan,36577.07,JPY,Closed,2016-09-05
4220,38,Checking,87687.33,USD,Active,2015-07-12
1675,27,Checking,11134.47,USD,Inactive,2022-12-14
1289,27,Savings,5862.61,EUR,Inactive,2024-07-15
361,53,Checking,54392.98,JPY,Closed,2022-08-08
189,74,Business,61639.55,USD,Active,2015-12-28
771,47,Checking,5410.0,USD,Inactive,2016-09-25
4547,67,Checking,18503.64,GBP,Active,2017-09-15
2924,32,Savings,8175.11,JPY,Inactive,2015-08-08
1692,24,Savings,39870.34,GBP,Active,2020-08-02
3463,28,Loan,43947.55,EUR,Active,2017-03-26
2923,7,Business,27955.2,JPY,Closed,2021-07-07
3677,18,Business,50950.25,USD,Closed,2020-08-14
1325,86,Loan,70725.5,INR,Active,2022-03-11
3151,17,Loan,98636.42,GBP,Closed,2024-09-25
1463,22,Checking,30082.69,EUR,Closed,2019-02-13
447,96,Checking,32492.67,GBP,Active,2023-10-02
295,40,Checking,88507.06,GBP,Inactive,2025-01-09
1723,59,Business,67917.46,GBP,Closed,2021-10-29
3457,30,Loan,20353.99,USD,Inactive,2021-09-02
3541,71,Savings,98718.16,INR,Inactive,2017-11-01
3963,31,Savings,63810.48,JPY,Inactive,2022-02-05
2441,27,Loan,65668.45,USD,Closed,2015-12-03
4607,75,Savings,90155.44,EUR,Closed,2021-01-01
2002,98,Savings,34434.57,GBP,Inactive,2015-03-15
1276,63,Loan,98941.45,GBP,Active,2016-02-20
329,39,Savings,24403.13,GBP,Closed,2022-03-24
1524,44,Loan,14001.02,GBP,Inactive,2018-06-27
4840,65,Business,15936.73,GBP,Active,2016-12-15
236,56,Loan,28735.6,EUR,Inactive,2018-02-25
270,62,Savings,39661.71,GBP,Active,2016-03-11
389,4,Loan,47609.25,GBP,Active,2021-03-25
3568,56,Business,82079.74,INR,Active,2025-01-24
2729,72,Savings,66168.85,EUR,Closed,2016-12-20
2091,77,Checking,32528.24,INR,Inactive,2016-06-25
2949,63,Checking,28360.19,INR,Inactive,2021-03-19
2374,66,Loan,13176.45,EUR,Active,2024-01-04
3665,86,Business,72132.83,INR,Active,2020-02-27
3119,82,Savings,42848.09,GBP,Active,2018-09-25
933,15,Savings,50656.47,GBP,Inactive,2022-04-05
827,78,Savings,43963.44,INR,Active,2019-11-02
1555,100,Savings,35146.37,INR,Active,2016-12-02
2696,51,Business,51632.73,EUR,Closed,2024-05-17
2550,48,Checking,76284.74,EUR,Inactive,2015-07-30
3058,6,Checking,58165.43,GBP,Inactive,2017-03-19
3562,41,Checking,95155.15,USD,Active,2024-09-08
142,94,Savings,41304.66,INR,Closed,2020-04-13
4452,34,Business,93760.16,JPY,Closed,2023-09-17
4436,10,Business,99645.67,JPY,Inactive,2021-07-20
3327,35,Checking,16303.09,JPY,Inactive,2023-08-20
4301,29,Savings,38413.72,INR,Inactive,2017-01-24
1937,92,Savings,88665.66,USD,Closed,2015-10-05
4452,55,Loan,89749.59,USD,Active,2016-03-29
711,95,Checking,60766.1,USD,Closed,2022-09-10
3249,75,Savings,83366.67,EUR,Closed,2021-12-25
3443,78,Business,10808.25,GBP,Closed,2020-03-25
1303,9,Business,61378.95,EUR,Closed,2019-07-05
284,28,Business,62832.37,EUR,Inactive,2019-06-29
2168,91,Loan,51245.39,INR,Active,2018-08-13
934,67,Loan,57274.07,USD,Closed,2020-06-19
1451,99,Business,58142.37,GBP,Active,2023-02-28
3662,88,Loan,35664.72,INR,Active,2016-04-05
1617,99,Checking,18312.07,EUR,Inactive,2020-03-31
2248,30,Loan,49488.21,EUR,Inactive,2022-05-07
1473,18,Business,51530.32,EUR,Closed,2015-07-25
2721,57,Loan,122.92,GBP,Closed,2015-05-27
802,10,Business,17563.04,USD,Closed,2019-01-19
1161,43,Savings,41475.11,JPY,Inactive,2016-10-15
3991,74,Checking,88027.72,INR,Inactive,2016-12-30
4170,98,Checking,71135.46,JPY,Inactive,2024-12-28
1480,16,Business,57666.32,JPY,Closed,2024-03-23
3698,59,Savings,44779.9,JPY,Inactive,2015-05-21
1482,60,Checking,58030.61,EUR,Inactive,2015-05-13
2031,47,Loan,12333.66,EUR,Closed,2022-01-13
1014,55,Loan,21211.68,INR,Closed,2025-02-13
1099,47,Savings,72216.96,EUR,Inactive,2022-01-08
3154,8,Savings,88633.78,JPY,Inactive,2024-02-15
1480,35,Business,95737.43,INR,Active,2018-01-19
1639,40,Savings,18609.3,JPY,Closed,2018-02-23
3932,41,Savings,80802.96,INR,Inactive,2017-09-22
2451,96,Savings,33033.18,USD,Active,2024-06-15
826,20,Business,45303.98,INR,Closed,2025-02-17
2746,64,Checking,3815.48,JPY,Closed,2021-08-05
466,35,Business,28493.64,GBP,Inactive,2019-06-17
4773,9,Savings,89502.48,USD,Closed,2024-11-06
2262,26,Loan,78126.22,GBP,Inactive,2016-03-19
1852,11,Loan,20171.13,JPY,Inactive,2020-05-26
2321,69,Savings,39160.98,INR,Active,2022-01-13
779,21,Loan,82222.88,EUR,Closed,2023-09-20
2087,60,Loan,47553.32,JPY,Inactive,2019-04-10
3662,16,Checking,72816.04,EUR,Inactive,2021-05-28
3865,48,Loan,83473.4,JPY,Inactive,2023-07-05
4064,33,Loan,19530.17,USD,Closed,2023-01-30
2343,82,Loan,85638.84,INR,Active,2016-02-26
450,7,Savings,97727.0,INR,Closed,2019-12-15
1060,16,Business,31412.41,USD,Active,2017-06-16
756,98,Business,25256.78,JPY,Active,2018-10-14
1821,39,Savings,11901.86,USD,Closed,2019-10-21
4058,70,Loan,9740.86,EUR,Active,2017-07-20
4233,29,Savings,18347.73,EUR,Inactive,2018-09-30
677,46,Checking,9659.86,GBP,Closed,2021-04-11
3998,15,Loan,63303.01,GBP,Inactive,2017-06-21
1956,41,Savings,52024.68,JPY,Inactive,2020-02-26
3151,84,Loan,40801.03,JPY,Inactive,2023-08-22
1963,99,Business,84292.75,USD,Closed,2022-05-12
3772,39,Loan,92912.46,EUR,Closed,2023-09-16
603,86,Loan,76612.95,JPY,Inactive,2020-10-24
565,2,Loan,41461.85,INR,Inactive,2017-12-07
1001,9,Loan,33936.85,INR,Inactive,2018-03-21
54,28,Business,32825.48,EUR,Closed,2024-05-15
2190,17,Business,38612.16,GBP,Active,2019-08-10
900,25,Business,76013.0,USD,Closed,2023-02-04
2658,73,Loan,27166.49,EUR,Active,2015-11-27
4822,27,Checking,41607.82,GBP,Inactive,2019-07-10
3237,53,Business,28591.6,JPY,Active,2024-02-25
4598,99,Savings,35584.21,USD,Inactive,2023-06-08
3349,60,Checking,43284.41,INR,Inactive,2023-11-19
4811,82,Savings,17596.3,INR,Active,2016-04-23
1849,89,Checking,47395.93,EUR,Inactive,2018-05-11
4425,93,Savings,30828.61,JPY,Closed,2019-07-30
4581,15,Savings,1406.41,EUR,Closed,2019-03-02
3834,32,Checking,92629.04,GBP,Closed,2024-01-25
2026,9,Business,82607.55,JPY,Closed,2018-06-25
812,59,Checking,32654.84,EUR,Active,2020-09-02
690,70,Business,45654.62,GBP,Active,2019-05-16
1334,48,Savings,56051.11,EUR,Active,2019-07-04
4380,56,Savings,82815.88,GBP,Active,2017-12-18
4117,84,Savings,22741.45,JPY,Inactive,2017-12-01
47,48,Loan,63581.62,INR,Active,2018-10-21
233,16,Checking,811.74,USD,Active,2015-05-17
3009,13,Business,79742.61,USD,Active,2019-06-18
19,47,Savings,16869.42,GBP,Closed,2023-09-15
1599,88,Savings,64531.28,JPY,Active,2018-11-07
1604,76,Business,98476.84,EUR,Closed,2019-05-21
1981,95,Loan,41580.23,EUR,Inactive,2022-01-22
3765,77,Loan,67028.09,JPY,Inactive,2021-01-09
4368,75,Business,38155.94,USD,Inactive,2021-06-29
589,70,Savings,55104.91,USD,Closed,2017-05-20
3322,43,Checking,57141.02,GBP,Closed,2015-06-05
609,73,Business,54422.73,EUR,Closed,2023-11-29
836,56,Checking,58441.41,JPY,Active,2023-04-13
290,72,Business,57067.05,INR,Inactive,2016-07-13
2025,39,Business,21998.72,JPY,Active,2024-10-28
736,74,Business,12988.55,JPY,Closed,2016-03-27
2169,70,Checking,37631.44,INR,Active,2023-03-10
607,27,Checking,59560.69,USD,Inactive,2016-02-28
4914,44,Loan,78260.18,EUR,Closed,2021-01-31
2986,93,Savings,83586.52,JPY,Inactive,2017-10-17
2592,62,Business,79454.08,JPY,Closed,2024-01-24
1288,84,Loan,77083.34,EUR,Inactive,2015-08-27
2796,42,Business,18144.28,EUR,Closed,2017-07-09
3356,29,Business,311.29,JPY,Inactive,2019-01-21
629,70,Savings,66961.84,INR,Inactive,2016-08-05
987,79,Checking,40959.8,GBP,Active,2015-07-05
4322,40,Business,49446.17,GBP,Inactive,2024-02-24
262,77,Business,1395.09,USD,Active,2020-09-10
1814,28,Business,41168.82,GBP,Active,2020-04-23
4817,66,Checking,49957.82,GBP,Active,2019-05-01
987,91,Checking,68215.15,INR,Active,2020-09-18
1518,70,Loan,98807.45,EUR,Closed,2021-01-14
4522,80,Loan,40846.4,USD,Closed,2022-01-21
3271,67,Checking,82672.89,GBP,Closed,2022-12-28
2601,39,Loan,50204.36,EUR,Closed,2022-04-25
3077,55,Business,79034.81,GBP,Inactive,2015-06-10
1524,29,Loan,4872.77,GBP,Closed,2024-12-13
4420,46,Business,58451.3,USD,Inactive,2017-08-26
750,82,Business,71535.93,JPY,Active,2020-03-17
1863,92,Savings,80115.07,EUR,Inactive,2018-01-23
543,62,Checking,44951.01,INR,Active,2024-12-01
3965,83,Business,94999.29,USD,Active,2016-11-19
4823,73,Checking,17829.31,USD,Closed,2019-11-02
3013,28,Loan,96095.6,EUR,Active,2017-12-18
257,96,Checking,39542.38,GBP,Inactive,2020-01-10
3282,25,Checking,24722.69,INR,Active,2024-11-15
240,30,Loan,29745.85,INR,Inactive,2019-11-24
1861,26,Business,28498.03,EUR,Closed,2020-10-22
801,20,Savings,32265.3,EUR,Closed,2019-02-20
139,4,Business,95128.17,EUR,Inactive,2021-11-21
1439,53,Savings,50733.62,JPY,Active,2015-03-15
293,79,Checking,81588.45,INR,Inactive,2025-01-25
2285,83,Savings,87926.47,GBP,Closed,2016-11-11
4985,12,Savings,15665.68,JPY,Active,2016-12-13
4046,88,Business,35836.01,EUR,Active,2023-11-18
961,22,Business,90168.72,GBP,Closed,2015-03-04
3608,95,Loan,10905.34,USD,Active,2018-09-25
2857,100,Checking,14467.52,INR,Active,2021-08-04
3040,49,Business,28573.81,EUR,Active,2021-03-15
1905,81,Savings,67999.35,USD,Closed,2023-01-12
3182,81,Savings,30618.37,GBP,Active,2020-04-23
4053,53,Checking,71381.33,INR,Active,2017-07-03
2216,57,Business,30735.91,INR,Inactive,2023-08-24
1348,77,Checking,95234.5,INR,Closed,2015-12-27
4497,88,Business,45079.64,INR,Inactive,2021-03-20
533,17,Checking,69190.27,GBP,Closed,2017-04-06
1438,50,Business,54741.22,EUR,Active,2017-03-13
2197,82,Checking,34897.84,GBP,Inactive,2021-12-19
2952,81,Business,4338.11,INR,Inactive,2021-07-31
4599,94,Savings,75726.54,GBP,Active,2015-05-21
1767,73,Loan,5907.2,JPY,Inactive,2015-05-31
1663,30,Business,22946.6,INR,Inactive,2020-08-28
2637,48,Savings,7256.41,EUR,Inactive,2020-09-22
2025,5,Loan,81623.95,USD,Active,2021-07-21
4157,43,Checking,83054.37,GBP,Inactive,2024-09-08
1326,57,Business,19257.85,JPY,Active,2023-07-15
3656,3,Loan,57421.95,EUR,Inactive,2016-02-24
2474,4,Loan,86523.29,EUR,Closed,2024-06-11
4261,31,Business,41140.75,GBP,Active,2020-09-30
188,74,Checking,43560.27,INR,Closed,2016-10-06
4877,91,Savings,9841.11,EUR,Inactive,2019-10-24
4990,38,Loan,24479.55,GBP,Closed,2023-05-31
2079,72,Checking,76826.4,EUR,Active,2015-07-14
3139,2,Business,60261.12,USD,Closed,2020-08-04
4901,94,Business,46180.59,GBP,Closed,2019-03-29
3608,88,Savings,55104.52,JPY,Active,2017-01-26
100,12,Checking,9255.69,JPY,Closed,2021-02-26
4519,40,Savings,84546.77,EUR,Active,2022-08-27
1912,38,Loan,55130.92,GBP,Closed,2019-10-08
3490,64,Checking,75159.3,JPY,Active,2019-01-25
4238,97,Checking,11057.13,JPY,Closed,2021-03-02
4327,91,Business,14327.46,GBP,Inactive,2019-06-20
1352,40,Checking,13614.45,JPY,Closed,2020-11-19
3592,35,Business,6601.12,GBP,Inactive,2021-02-04
169,79,Checking,54009.59,GBP,Active,2016-07-14
4093,13,Checking,1241.71,EUR,Inactive,2019-06-09
2104,5,Checking,92593.8,USD,Inactive,2024-08-12
822,77,Business,10578.52,EUR,Inactive,2019-06-18
1599,30,Loan,26754.1,USD,Inactive,2023-07-29
488,99,Checking,3347.26,JPY,Active,2024-04-01
2765,50,Loan,84865.57,USD,Closed,2018-05-02
1253,92,Loan,5538.41,USD,Active,2017-03-28
2788,44,Checking,78268.91,INR,Inactive,2018-07-25
2102,42,Business,58714.2,GBP,Closed,2018-06-16
1748,55,Business,11609.28,EUR,Closed,2017-07-26
2921,33,Loan,10217.86,INR,Active,2015-12-25
3725,23,Checking,61338.29,EUR,Inactive,2015-06-14
4973,65,Checking,1672.62,USD,Closed,2021-03-14
3449,42,Savings,75870.45,JPY,Inactive,2018-12-17
3094,69,Loan,55363.58,GBP,Inactive,2018-04-15
1422,84,Savings,43041.49,JPY,Active,2020-10-09
4518,6,Loan,54650.68,GBP,Active,2018-05-11
4966,58,Checking,93221.78,GBP,Closed,2024-03-27
372,77,Savings,12686.01,INR,Closed,2019-03-17
4628,5,Savings,33865.27,GBP,Closed,2015-03-16
385,7,Checking,41390.11,USD,Active,2017-09-05
